#RIC,Alias Underlying RIC,Domain,Date-Time,Type,Price,Volume,Market VWAP,Buyer ID,Bid Price,Bid Size,Seller ID,Ask Price,Ask Size,Qualifiers,Exch Time,Date,Tick Dir.,Open,High,Low,Turnover
PXA.AX,,Market Price,2025-01-15 10:24:00.715581146+11:00,Trade,12.89,1.0,12.834494,,12.89,116.0,,12.91,214.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:00.590000000,2025-01-14,v,12.74,12.96,12.7,25117.105
PXA.CHA,,Market Price,2025-01-15 10:24:04.933875182+11:00,Trade,12.9,20.0,12.9357,,12.9,20.0,,12.91,97.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:24:04.808913000,2025-01-14,v,12.9,12.96,12.9,4670.0
PXA.CHA,,Market Price,2025-01-15 10:24:04.933907332+11:00,Trade,12.9,20.0,12.9338,,12.88,42.0,,12.91,97.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:24:04.808913000,2025-01-14, ,12.9,12.96,12.9,4928.0
PXA.AX,,Market Price,2025-01-15 10:24:04.935447199+11:00,Trade,12.9,44.0,12.835935,,12.9,131.0,,12.91,214.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:04.808000000,2025-01-14,^,12.74,12.96,12.7,25684.705
PXA.AX,,Market Price,2025-01-15 10:24:04.936039143+11:00,Trade,12.9,87.0,12.838604,,12.9,131.0,,12.91,214.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:04.808000000,2025-01-14,^,12.74,12.96,12.7,26807.005
PXA.AX,,Market Price,2025-01-15 10:24:55.885455632+11:00,Trade,12.89,1.0,12.838629,,12.89,1.0,,12.91,273.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:55.760000000,2025-01-14,v,12.74,12.96,12.7,26819.895
PXA.CHA,,Market Price,2025-01-15 10:24:56.749449056+11:00,Trade,12.9,12.0,12.9327,,12.86,344.0,,12.9,42.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:24:56.623461000,2025-01-14, ,12.9,12.96,12.9,5083.0
PXA.CHA,,Market Price,2025-01-15 10:24:56.749449056+11:00,Trade,12.9,8.0,12.9321,,12.86,344.0,,12.9,34.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:24:56.623461000,2025-01-14, ,12.9,12.96,12.9,5186.0
PXA.CHA,,Market Price,2025-01-15 10:24:56.749449056+11:00,Trade,12.9,12.0,12.9312,,12.86,344.0,,12.9,22.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:24:56.623461000,2025-01-14, ,12.9,12.96,12.9,5341.0
PXA.CHA,,Market Price,2025-01-15 10:24:56.749449056+11:00,Trade,12.9,22.0,12.9296,,12.86,344.0,,12.91,451.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:24:56.623461000,2025-01-14, ,12.9,12.96,12.9,5624.0
PXA.AX,,Market Price,2025-01-15 10:24:56.751448542+11:00,Trade,12.9,50.0,12.840063,,12.87,260.0,,12.9,321.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:56.623000000,2025-01-14,^,12.74,12.96,12.7,27464.895
PXA.AX,,Market Price,2025-01-15 10:24:56.751448542+11:00,Trade,12.9,150.0,12.843991,,12.87,260.0,,12.9,321.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:56.623000000,2025-01-14,^,12.74,12.96,12.7,29399.895
PXA.AX,,Market Price,2025-01-15 10:24:56.751448542+11:00,Trade,12.9,20.0,12.844476,,12.87,260.0,,12.9,321.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:56.623000000,2025-01-14,^,12.74,12.96,12.7,29657.895
PXA.AX,,Market Price,2025-01-15 10:24:56.751448542+11:00,Trade,12.9,27.0,12.845118,,12.87,260.0,,12.9,321.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:56.623000000,2025-01-14,^,12.74,12.96,12.7,30006.195
PXA.AX,,Market Price,2025-01-15 10:24:56.751448542+11:00,Trade,12.9,74.0,12.846803,,12.87,260.0,,12.91,649.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:56.623000000,2025-01-14,^,12.74,12.96,12.7,30960.795
PXA.AX,,Market Price,2025-01-15 10:24:56.751448542+11:00,Trade,12.9,131.0,12.849545,,12.88,115.0,,12.9,143.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:56.624000000,2025-01-14,^,12.74,12.96,12.7,32650.695
PXA.AX,,Market Price,2025-01-15 10:24:56.751448542+11:00,Trade,12.9,12.0,12.849783,,12.88,115.0,,12.9,12.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:56.624000000,2025-01-14,^,12.74,12.96,12.7,32805.495
PXA.AX,,Market Price,2025-01-15 10:24:56.875891809+11:00,Trade,12.91,38.0,12.850666,,12.89,221.0,,12.91,178.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:56.751000000,2025-01-14,^,12.74,12.96,12.7,33296.075
PXA.AX,,Market Price,2025-01-15 10:24:56.875891809+11:00,Trade,12.91,101.0,12.852892,,12.89,221.0,,12.91,178.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:56.751000000,2025-01-14,^,12.74,12.96,12.7,34599.985
PXA.AX,,Market Price,2025-01-15 10:24:56.875891809+11:00,Trade,12.91,39.0,12.853707,,12.89,221.0,,12.91,178.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:56.751000000,2025-01-14,^,12.74,12.96,12.7,35103.475
PXA.CHA,,Market Price,2025-01-15 10:24:56.879867118+11:00,Trade,12.91,43.0,12.9278,,12.89,40.0,,12.92,235.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:24:56.751855000,2025-01-14,^,12.9,12.96,12.9,6180.0
PXA.AX,,Market Price,2025-01-15 10:24:56.965490477+11:00,Trade,12.91,40.0,12.85452,,12.9,241.0,,12.91,40.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:56.842000000,2025-01-14,^,12.74,12.96,12.7,35619.875
PXA.CHA,,Market Price,2025-01-15 10:24:56.969470104+11:00,Trade,12.91,16.0,12.9272,,12.9,103.0,,12.93,11.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:24:56.842166000,2025-01-14, ,12.9,12.96,12.9,6386.0
PXA.AX,,Market Price,2025-01-15 10:24:58.875457940+11:00,Trade,12.92,12.0,12.854802,,12.91,37.0,,12.92,20.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:58.753000000,2025-01-14,^,12.74,12.96,12.7,35774.915
PXA.AX,,Market Price,2025-01-15 10:24:58.876110618+11:00,Trade,12.92,8.0,12.854989,,12.91,37.0,,12.93,284.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:24:58.753000000,2025-01-14,^,12.74,12.96,12.7,35878.275
PXA.AX,,Market Price,2025-01-15 10:25:14.450694139+11:00,Trade,12.94,138.0,12.858995,,12.91,1566.0,,12.94,138.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:25:14.325000000,2025-01-14,^,12.74,12.96,12.7,37663.995
PXA.AX,,Market Price,2025-01-15 10:25:39.525448904+11:00,Trade,12.97,40.0,12.86049,,12.95,186.0,,12.97,610.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:25:39.399000000,2025-01-14,^,12.74,12.97,12.7,38182.795
PXA.AX,,Market Price,2025-01-15 10:25:41.610447109+11:00,Trade,12.96,10.0,12.860824,,12.96,284.0,,12.97,63.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:25:41.483000000,2025-01-14,v,12.74,12.97,12.7,38312.395
PXA.CHA,,Market Price,2025-01-15 10:25:46.119635034+11:00,Trade,12.96,16.0,12.9283,,12.96,184.0,,12.98,45.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:25:45.995760000,2025-01-14,^,12.9,12.96,12.9,6593.0
PXA.AX,,Market Price,2025-01-15 10:25:46.120591812+11:00,Trade,12.96,125.0,12.864818,,12.96,274.0,,12.97,63.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:25:45.995000000,2025-01-14,v,12.74,12.97,12.7,39932.395
PXA.AX,,Market Price,2025-01-15 10:25:46.120591812+11:00,Trade,12.96,149.0,12.869178,,12.96,274.0,,12.97,63.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:25:45.995000000,2025-01-14,v,12.74,12.97,12.7,41863.435
PXA.AX,,Market Price,2025-01-15 10:25:46.125560045+11:00,Trade,12.965,20.0,12.869763,,12.96,22.0,,12.97,188.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],23:25:46.000000000,2025-01-14,^,12.74,12.97,12.7,42122.735
PXA.AX,,Market Price,2025-01-15 10:25:46.125560045+11:00,Trade,12.96,2.0,12.869818,,12.96,22.0,,12.97,188.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:25:46.000000000,2025-01-14,v,12.74,12.97,12.7,42148.655
PXA.CHA,,Market Price,2025-01-15 10:25:46.313900534+11:00,Trade,12.96,67.0,12.932,,12.96,113.0,,12.97,36.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:25:46.187420000,2025-01-14, ,12.9,12.96,12.9,7462.0
PXA.CHA,,Market Price,2025-01-15 10:25:46.314764040+11:00,Trade,12.96,73.0,12.9351,,12.96,40.0,,12.97,36.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:25:46.187493000,2025-01-14, ,12.9,12.96,12.9,8408.0
PXA.AX,,Market Price,2025-01-15 10:25:47.605434327+11:00,Trade,12.96,19.0,12.870338,,12.95,229.0,,12.96,50.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:25:47.479000000,2025-01-14,v,12.74,12.97,12.7,42394.895
PXA.CHA,,Market Price,2025-01-15 10:25:47.698923118+11:00,Trade,12.96,9.0,12.9354,,12.96,31.0,,12.97,16.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:25:47.571709000,2025-01-14, ,12.9,12.96,12.9,8524.0
PXA.CHA,,Market Price,2025-01-15 10:25:47.699699215+11:00,Trade,12.96,31.0,12.9366,,12.95,23.0,,12.97,16.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:25:47.572025000,2025-01-14, ,12.9,12.96,12.9,8926.0
PXA.AX,,Market Price,2025-01-15 10:25:47.700647712+11:00,Trade,12.96,28.0,12.871094,,12.95,229.0,,12.96,111.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:25:47.577000000,2025-01-14,v,12.74,12.97,12.7,42757.775
PXA.CHA,,Market Price,2025-01-15 10:25:47.809238423+11:00,Trade,12.96,31.0,12.9376,,12.95,23.0,,12.97,6.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:25:47.685018000,2025-01-14, ,12.9,12.96,12.9,9328.0
PXA.AX,,Market Price,2025-01-15 10:25:47.811162587+11:00,Trade,12.96,3.0,12.871174,,12.95,229.0,,12.96,78.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:25:47.684000000,2025-01-14,v,12.74,12.97,12.7,42796.655
PXA.AX,,Market Price,2025-01-15 10:25:47.811162587+11:00,Trade,12.96,23.0,12.871785,,12.95,229.0,,12.96,78.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:25:47.684000000,2025-01-14,v,12.74,12.97,12.7,43094.735
PXA.AX,,Market Price,2025-01-15 10:25:47.811162587+11:00,Trade,12.96,52.0,12.873134,,12.95,229.0,,12.96,78.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:25:47.684000000,2025-01-14,v,12.74,12.97,12.7,43768.655
PXA.AX,,Market Price,2025-01-15 10:25:48.891413892+11:00,Trade,12.96,88.0,12.875325,,12.95,229.0,,12.97,244.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:25:48.766000000,2025-01-14,v,12.74,12.97,12.7,44909.135
PXA.AX,,Market Price,2025-01-15 10:26:45.545555759+11:00,Trade,12.96,29.0,12.876024,,12.95,346.0,,12.97,210.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],23:26:45.423000000,2025-01-14,v,12.74,12.97,12.7,45284.975
PXA.AX,,Market Price,2025-01-15 10:26:45.550536264+11:00,Trade,12.96,34.0,12.876828,,12.95,346.0,,12.96,34.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:26:45.424000000,2025-01-14,v,12.74,12.97,12.7,45725.615
PXA.AX,,Market Price,2025-01-15 10:27:02.290484040+11:00,Trade,12.97,25.0,12.877479,,12.96,210.0,,12.97,233.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:27:02.164000000,2025-01-14,^,12.74,12.97,12.7,46049.865
PXA.AX,,Market Price,2025-01-15 10:27:02.291000825+11:00,Trade,12.97,14.0,12.87784,,12.96,210.0,,12.97,233.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:27:02.164000000,2025-01-14,^,12.74,12.97,12.7,46231.445
PXA.AX,,Market Price,2025-01-15 10:27:02.291000825+11:00,Trade,12.97,17.0,12.878274,,12.96,210.0,,12.97,194.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:27:02.164000000,2025-01-14,^,12.74,12.97,12.7,46451.935
PXA.AX,,Market Price,2025-01-15 10:27:02.291000825+11:00,Trade,12.97,21.0,12.878805,,12.96,210.0,,12.97,194.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:27:02.164000000,2025-01-14,^,12.74,12.97,12.7,46724.305
PXA.AX,,Market Price,2025-01-15 10:27:02.291000825+11:00,Trade,12.97,79.0,12.880749,,12.96,210.0,,12.97,194.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:27:02.164000000,2025-01-14,^,12.74,12.97,12.7,47748.935
PXA.AX,,Market Price,2025-01-15 10:27:02.291000825+11:00,Trade,12.97,24.0,12.881323,,12.96,210.0,,12.97,156.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:27:02.164000000,2025-01-14,^,12.74,12.97,12.7,48060.215
PXA.AX,,Market Price,2025-01-15 10:27:02.291000825+11:00,Trade,12.97,23.0,12.881866,,12.96,210.0,,12.97,156.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:27:02.164000000,2025-01-14,^,12.74,12.97,12.7,48358.525
PXA.AX,,Market Price,2025-01-15 10:27:06.720548637+11:00,Trade,12.96,11.0,12.882094,,12.96,230.0,,12.98,3188.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:27:06.596000000,2025-01-14,v,12.74,12.97,12.7,48501.085
PXA.CHA,,Market Price,2025-01-15 10:27:17.983915703+11:00,Trade,12.97,40.0,12.9393,,12.96,132.0,,12.98,51.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:27:17.861336000,2025-01-14,^,12.9,12.97,12.9,9847.0
PXA.AX,,Market Price,2025-01-15 10:27:17.986058131+11:00,Trade,12.975,29.0,12.882804,,12.97,29.0,,12.98,3217.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],23:27:17.861000000,2025-01-14,^,12.74,12.975,12.7,48877.36
PXA.AX,,Market Price,2025-01-15 10:27:17.986058131+11:00,Trade,12.97,88.0,12.884781,,12.97,29.0,,12.98,3217.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:27:17.861000000,2025-01-14,v,12.74,12.975,12.7,50018.72
PXA.AX,,Market Price,2025-01-15 10:27:17.986058131+11:00,Trade,12.97,14.0,12.885087,,12.97,15.0,,12.98,3217.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:27:17.861000000,2025-01-14,v,12.74,12.975,12.7,50200.3
PXA.AX,,Market Price,2025-01-15 10:27:17.986058131+11:00,Trade,12.97,4.0,12.885174,,12.97,15.0,,12.98,3217.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:27:17.861000000,2025-01-14,v,12.74,12.975,12.7,50252.18
PXA.AX,,Market Price,2025-01-15 10:27:17.986058131+11:00,Trade,12.97,11.0,12.885413,,12.97,15.0,,12.98,3217.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:27:17.861000000,2025-01-14,v,12.74,12.975,12.7,50394.85
PXA.CHA,,Market Price,2025-01-15 10:27:30.988884713+11:00,Trade,12.97,7.0,12.9395,,12.97,11.0,,12.98,51.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:27:30.865059000,2025-01-14, ,12.9,12.97,12.9,9938.0
PXA.CHA,,Market Price,2025-01-15 10:27:30.989234975+11:00,Trade,12.97,11.0,12.94,,12.96,142.0,,12.98,51.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:27:30.865059000,2025-01-14, ,12.9,12.97,12.9,10080.0
PXA.AX,,Market Price,2025-01-15 10:27:30.990440122+11:00,Trade,12.97,109.0,12.887706,,12.97,109.0,,12.98,3217.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:27:30.865000000,2025-01-14,v,12.74,12.975,12.7,51808.58
PXA.AX,,Market Price,2025-01-15 10:28:13.476320163+11:00,Trade,12.98,150.0,12.891026,,12.96,1574.0,,12.98,3268.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:28:13.351000000,2025-01-14,^,12.74,12.98,12.7,53755.58
PXA.AX,,Market Price,2025-01-15 10:28:13.476320163+11:00,Trade,12.98,1381.0,12.913162,,12.96,1574.0,,12.98,3118.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:28:13.351000000,2025-01-14,^,12.74,12.98,12.7,71680.96
PXA.AX,,Market Price,2025-01-15 10:28:13.476320163+11:00,Trade,12.98,1469.0,12.927148,,12.96,1574.0,,12.98,1737.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:28:13.352000000,2025-01-14,^,12.74,12.98,12.7,90748.58
PXA.AX,,Market Price,2025-01-15 10:28:13.476320163+11:00,Trade,12.98,85.0,12.92778,,12.96,1574.0,,12.98,1737.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:28:13.352000000,2025-01-14,^,12.74,12.98,12.7,91851.88
PXA.AX,,Market Price,2025-01-15 10:28:13.476320163+11:00,Trade,12.98,51.0,12.928153,,12.96,1574.0,,12.98,1737.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:28:13.352000000,2025-01-14,^,12.74,12.98,12.7,92513.86
PXA.AX,,Market Price,2025-01-15 10:28:13.476320163+11:00,Trade,12.98,52.0,12.928527,,12.96,1574.0,,12.98,1737.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:28:13.352000000,2025-01-14,^,12.74,12.98,12.7,93188.82
PXA.AX,,Market Price,2025-01-15 10:28:13.476320163+11:00,Trade,12.98,18.0,12.928655,,12.96,1574.0,,12.98,1737.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:28:13.352000000,2025-01-14,^,12.74,12.98,12.7,93422.46
PXA.AX,,Market Price,2025-01-15 10:28:13.476320163+11:00,Trade,12.98,62.0,12.929092,,12.96,1574.0,,12.98,1737.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:28:13.352000000,2025-01-14,^,12.74,12.98,12.7,94227.22
PXA.CHA,,Market Price,2025-01-15 10:28:13.478898698+11:00,Trade,12.98,22.0,12.9411,,12.96,66.0,,12.99,158.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:28:13.351883000,2025-01-14,^,12.9,12.98,12.9,10366.0
PXA.AX,,Market Price,2025-01-15 10:28:15.510453015+11:00,Trade,12.99,29.0,12.929333,,12.98,364.0,,13.0,2496.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],23:28:15.383000000,2025-01-14,^,12.74,12.99,12.7,94603.93
PXA.AX,,Market Price,2025-01-15 10:28:15.511375702+11:00,Trade,12.98,130.0,12.930218,,12.98,364.0,,13.0,2496.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:28:15.383000000,2025-01-14,v,12.74,12.99,12.7,96291.33
PXA.AX,,Market Price,2025-01-15 10:28:15.511375702+11:00,Trade,12.98,2.0,12.930231,,12.98,364.0,,13.0,2496.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:28:15.383000000,2025-01-14,v,12.74,12.99,12.7,96317.29
PXA.AX,,Market Price,2025-01-15 10:28:15.511375702+11:00,Trade,12.98,171.0,12.931348,,12.98,364.0,,13.0,2496.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:28:15.383000000,2025-01-14,v,12.74,12.99,12.7,98536.87
PXA.AX,,Market Price,2025-01-15 10:28:15.511375702+11:00,Trade,12.98,15.0,12.931443,,12.98,364.0,,13.0,2496.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:28:15.383000000,2025-01-14,v,12.74,12.99,12.7,98731.57
PXA.AX,,Market Price,2025-01-15 10:28:15.511375702+11:00,Trade,12.98,17.0,12.931551,,12.98,29.0,,13.0,2496.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:28:15.383000000,2025-01-14,v,12.74,12.99,12.7,98952.23
PXA.CHA,,Market Price,2025-01-15 10:29:34.524074475+11:00,Trade,13.0,53.0,12.9447,,12.98,233.0,,13.0,285.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:29:34.398763000,2025-01-14,^,12.9,13.0,12.9,11055.0
PXA.CHA,,Market Price,2025-01-15 10:29:34.524873576+11:00,Trade,13.0,285.0,12.9586,,12.98,383.0,,13.02,150.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",23:29:34.399118000,2025-01-14, ,12.9,13.0,12.9,14760.0
PXA.AX,,Market Price,2025-01-15 10:29:34.526310280+11:00,Trade,13.0,93.0,12.932373,,12.98,1552.0,,13.0,2308.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:34.398000000,2025-01-14,^,12.74,13.0,12.7,100161.23
PXA.AX,,Market Price,2025-01-15 10:29:34.526310280+11:00,Trade,13.0,97.0,12.93321,,12.98,1552.0,,13.0,2215.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:34.398000000,2025-01-14,^,12.74,13.0,12.7,101422.23
PXA.AX,,Market Price,2025-01-15 10:29:34.526310280+11:00,Trade,13.0,75.0,12.933842,,12.98,1552.0,,13.0,2118.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:34.398000000,2025-01-14,^,12.74,13.0,12.7,102397.23
PXA.AX,,Market Price,2025-01-15 10:29:34.526310280+11:00,Trade,13.0,228.0,12.935694,,12.98,1552.0,,13.0,1815.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:34.398000000,2025-01-14,^,12.74,13.0,12.7,105361.23
PXA.AX,,Market Price,2025-01-15 10:29:34.526310280+11:00,Trade,13.0,1772.0,12.947185,,12.99,125.0,,13.0,1815.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:34.398000000,2025-01-14,^,12.74,13.0,12.7,128397.23
PXA.AX,,Market Price,2025-01-15 10:29:34.526310280+11:00,Trade,13.0,43.0,12.947413,,12.99,125.0,,13.0,1815.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:34.398000000,2025-01-14,^,12.74,13.0,12.7,128956.23
PXA.AX,,Market Price,2025-01-15 10:29:34.605450826+11:00,Trade,13.0,13.0,12.947481,,13.0,639.0,,13.01,41.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:34.478000000,2025-01-14,^,12.74,13.0,12.7,129125.23
PXA.AX,,Market Price,2025-01-15 10:29:34.605943963+11:00,Trade,13.0,11.0,12.947539,,13.0,626.0,,13.01,41.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:34.480000000,2025-01-14,^,12.74,13.0,12.7,129268.23
PXA.AX,,Market Price,2025-01-15 10:29:55.751071614+11:00,Trade,13.015,29.0,12.947734,,13.01,376.0,,13.02,1120.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],23:29:55.624000000,2025-01-14,^,12.74,13.015,12.7,129645.665
PXA.AX,,Market Price,2025-01-15 10:29:55.751071614+11:00,Trade,13.015,39.0,12.947995,,13.01,376.0,,13.02,1120.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],23:29:55.624000000,2025-01-14,^,12.74,13.015,12.7,130153.25
PXA.AX,,Market Price,2025-01-15 10:29:55.751071614+11:00,Trade,13.01,54.0,12.948327,,13.01,376.0,,13.02,1120.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:55.624000000,2025-01-14,v,12.74,13.015,12.7,130855.79
PXA.AX,,Market Price,2025-01-15 10:30:00.001402349+11:00,Trade,13.015,29.0,12.948518,,13.01,582.0,,13.02,1148.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],23:29:59.877000000,2025-01-14,^,12.74,13.015,12.7,131233.225
PXA.AX,,Market Price,2025-01-15 10:30:00.001402349+11:00,Trade,13.01,188.0,12.949637,,13.01,582.0,,13.02,1148.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:59.877000000,2025-01-14,v,12.74,13.015,12.7,133679.105
PXA.AX,,Market Price,2025-01-15 10:30:00.001402349+11:00,Trade,13.01,69.0,12.950038,,13.01,582.0,,13.02,1148.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:59.877000000,2025-01-14,v,12.74,13.015,12.7,134576.795
PXA.AX,,Market Price,2025-01-15 10:30:00.001402349+11:00,Trade,13.01,2.0,12.95005,,13.01,582.0,,13.02,1148.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:59.877000000,2025-01-14,v,12.74,13.015,12.7,134602.815
PXA.AX,,Market Price,2025-01-15 10:30:00.001402349+11:00,Trade,13.01,10.0,12.950107,,13.01,582.0,,13.02,1148.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:59.877000000,2025-01-14,v,12.74,13.015,12.7,134732.915
PXA.AX,,Market Price,2025-01-15 10:30:00.001402349+11:00,Trade,13.01,52.0,12.950405,,13.01,582.0,,13.02,1148.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:59.877000000,2025-01-14,v,12.74,13.015,12.7,135409.435
PXA.AX,,Market Price,2025-01-15 10:30:00.001402349+11:00,Trade,13.01,29.0,12.95057,,13.01,211.0,,13.02,1148.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],23:29:59.877000000,2025-01-14,v,12.74,13.015,12.7,135786.725
